,County,Population
2319,".Anderson County, South Carolina",202558
2320,".Bamberg County, South Carolina",14066
2321,".Barnwell County, South Carolina",20866
2322,".Beaufort County, South Carolina",192122
2323,".Berkeley County, South Carolina",227907
2324,".Calhoun County, South Carolina",14553
2325,".Charleston County, South Carolina",411406
2326,".Cherokee County, South Carolina",57300
2327,".Chester County, South Carolina",32244
2328,".Chesterfield County, South Carolina",45650
2329,".Clarendon County, South Carolina",33745
2330,".Colleton County, South Carolina",37677
2331,".Darlington County, South Carolina",66618
2332,".Dillon County, South Carolina",30479
2333,".Dorchester County, South Carolina",162809
2334,".Edgefield County, South Carolina",27260
2335,".Fairfield County, South Carolina",22347
2336,".Florence County, South Carolina",138293
2337,".Georgetown County, South Carolina",62680
2338,".Greenville County, South Carolina",523542
2339,".Greenwood County, South Carolina",70811
2340,".Hampton County, South Carolina",19222
2341,".Horry County, South Carolina",354081
2342,".Jasper County, South Carolina",30073
2343,".Kershaw County, South Carolina",66551
2344,".Lancaster County, South Carolina",98012
2345,".Laurens County, South Carolina",67493
2346,".Lee County, South Carolina",16828
2347,".Lexington County, South Carolina",298750
2348,".McCormick County, South Carolina",9463
2349,".Marion County, South Carolina",30657
2350,".Marlboro County, South Carolina",26118
2351,".Newberry County, South Carolina",38440
2352,".Oconee County, South Carolina",79546
2353,".Orangeburg County, South Carolina",86175
2354,".Pickens County, South Carolina",126884
2355,".Richland County, South Carolina",415759
2356,".Saluda County, South Carolina",20473
2357,".Spartanburg County, South Carolina",319785
2358,".Sumter County, South Carolina",106721
2359,".Union County, South Carolina",27316
2360,".Williamsburg County, South Carolina",30368
2361,".York County, South Carolina",280979
2362,".Aurora County, South Dakota",2751
2363,".Beadle County, South Dakota",18453
2364,".Bennett County, South Dakota",3365
2365,".Bon Homme County, South Dakota",6901
2366,".Brookings County, South Dakota",35077
2367,".Brown County, South Dakota",38839
2368,".Brule County, South Dakota",5297
2369,".Buffalo County, South Dakota",1962
2370,".Butte County, South Dakota",10429
2371,".Campbell County, South Dakota",1376
2372,".Charles Mix County, South Dakota",9292
2373,".Clark County, South Dakota",3736
2374,".Clay County, South Dakota",14070
2375,".Codington County, South Dakota",28009
2376,".Corson County, South Dakota",4086
2377,".Custer County, South Dakota",8972
2378,".Davison County, South Dakota",19775
2379,".Day County, South Dakota",5424
2380,".Deuel County, South Dakota",4351
2381,".Dewey County, South Dakota",5892
2382,".Douglas County, South Dakota",2921
2383,".Edmunds County, South Dakota",3829
2384,".Fall River County, South Dakota",6713
2385,".Faulk County, South Dakota",2299
2386,".Grant County, South Dakota",7052
2387,".Gregory County, South Dakota",4185
2388,".Haakon County, South Dakota",1899
2389,".Hamlin County, South Dakota",6164
2390,".Hand County, South Dakota",3191
2391,".Hanson County, South Dakota",3453
2392,".Harding County, South Dakota",1298
2393,".Hughes County, South Dakota",17526
2394,".Hutchinson County, South Dakota",7291
2395,".Hyde County, South Dakota",1301
2396,".Jackson County, South Dakota",3344
2397,".Jerauld County, South Dakota",2013
2398,".Jones County, South Dakota",903
2399,".Kingsbury County, South Dakota",4939
2400,".Lake County, South Dakota",12797
2401,".Lawrence County, South Dakota",25844
2402,".Lincoln County, South Dakota",61128
2403,".Lyman County, South Dakota",3781
2404,".McCook County, South Dakota",5586
2405,".McPherson County, South Dakota",2379
2406,".Marshall County, South Dakota",4935
2407,".Meade County, South Dakota",28332
2408,".Mellette County, South Dakota",2061
2409,".Miner County, South Dakota",2216
2410,".Minnehaha County, South Dakota",193134
2411,".Moody County, South Dakota",6576
2412,".Oglala Lakota County, South Dakota",14177
2413,".Pennington County, South Dakota",113775
2414,".Perkins County, South Dakota",2865
2415,".Potter County, South Dakota",2153
2416,".Roberts County, South Dakota",10394
2417,".Sanborn County, South Dakota",2344
2418,".Spink County, South Dakota",6376
2419,".Stanley County, South Dakota",3098
2420,".Sully County, South Dakota",1391
2421,".Todd County, South Dakota",10177
2422,".Tripp County, South Dakota",5441
2423,".Turner County, South Dakota",8384
2424,".Union County, South Dakota",15932
2425,".Walworth County, South Dakota",5435
2426,".Yankton County, South Dakota",22814
2427,".Ziebach County, South Dakota",2756
2428,".Anderson County, Tennessee",76978
2429,".Bedford County, Tennessee",49713
2430,".Benton County, Tennessee",16160
2431,".Bledsoe County, Tennessee",15064
2432,".Blount County, Tennessee",133088
2433,".Bradley County, Tennessee",108110
2434,".Campbell County, Tennessee",39842
2435,".Cannon County, Tennessee",14678
2436,".Carroll County, Tennessee",27767
2437,".Carter County, Tennessee",56391
2438,".Cheatham County, Tennessee",40667
2439,".Chester County, Tennessee",17297
2440,".Claiborne County, Tennessee",31959
2441,".Clay County, Tennessee",7615
2442,".Cocke County, Tennessee",36004
2443,".Coffee County, Tennessee",56520
2444,".Crockett County, Tennessee",14230
2445,".Cumberland County, Tennessee",60520
2446,".Davidson County, Tennessee",694144
2447,".Decatur County, Tennessee",11663
2448,".DeKalb County, Tennessee",20490
2449,".Dickson County, Tennessee",53948
2450,".Dyer County, Tennessee",37159
2451,".Fayette County, Tennessee",41133
2452,".Fentress County, Tennessee",18523
2453,".Franklin County, Tennessee",42208
2454,".Gibson County, Tennessee",49133
2455,".Giles County, Tennessee",29464
2456,".Grainger County, Tennessee",23320
2457,".Greene County, Tennessee",69069
2458,".Grundy County, Tennessee",13427
2459,".Hamblen County, Tennessee",64934
2460,".Hamilton County, Tennessee",367804
2461,".Hancock County, Tennessee",6620
2462,".Hardeman County, Tennessee",25050
2463,".Hardin County, Tennessee",25652
2464,".Hawkins County, Tennessee",56786
2465,".Haywood County, Tennessee",17304
2466,".Henderson County, Tennessee",28117
2467,".Henry County, Tennessee",32345
2468,".Hickman County, Tennessee",25178
2469,".Houston County, Tennessee",8201
2470,".Humphreys County, Tennessee",18582
2471,".Jackson County, Tennessee",11786
2472,".Jefferson County, Tennessee",54495
2473,".Johnson County, Tennessee",17788
2474,".Knox County, Tennessee",470313
2475,".Lake County, Tennessee",7016
2476,".Lauderdale County, Tennessee",25633
2477,".Lawrence County, Tennessee",44142
2478,".Lewis County, Tennessee",12268
2479,".Lincoln County, Tennessee",34366
2480,".Loudon County, Tennessee",54068
2481,".McMinn County, Tennessee",53794
2482,".McNairy County, Tennessee",25694
2483,".Macon County, Tennessee",24602
2484,".Madison County, Tennessee",97984
2485,".Marion County, Tennessee",28907
2486,".Marshall County, Tennessee",34375
2487,".Maury County, Tennessee",96387
2488,".Meigs County, Tennessee",12422
2489,".Monroe County, Tennessee",46545
2490,".Montgomery County, Tennessee",208993
2491,".Moore County, Tennessee",6488
2492,".Morgan County, Tennessee",21403
2493,".Obion County, Tennessee",30069
2494,".Overton County, Tennessee",22241
2495,".Perry County, Tennessee",8076
2496,".Pickett County, Tennessee",5048
2497,".Polk County, Tennessee",16832
2498,".Putnam County, Tennessee",80245
2499,".Rhea County, Tennessee",33167
2500,".Roane County, Tennessee",53382
2501,".Robertson County, Tennessee",71813
2502,".Rutherford County, Tennessee",332285
2503,".Scott County, Tennessee",22068
2504,".Sequatchie County, Tennessee",15026
2505,".Sevier County, Tennessee",98250
2506,".Shelby County, Tennessee",937166
2507,".Smith County, Tennessee",20157
2508,".Stewart County, Tennessee",13715
2509,".Sullivan County, Tennessee",158348
2510,".Sumner County, Tennessee",191283
2511,".Tipton County, Tennessee",61599
2512,".Trousdale County, Tennessee",11284
2513,".Unicoi County, Tennessee",17883
2514,".Union County, Tennessee",19972
2515,".Van Buren County, Tennessee",5872
2516,".Warren County, Tennessee",41277
2517,".Washington County, Tennessee",129375
2518,".Wayne County, Tennessee",16673
2519,".Weakley County, Tennessee",33328
2520,".White County, Tennessee",27345
2521,".Williamson County, Tennessee",238412
2522,".Wilson County, Tennessee",144657
2523,".Anderson County, Texas",57735
2524,".Andrews County, Texas",18705
2525,".Angelina County, Texas",86715
2526,".Aransas County, Texas",23510
2527,".Archer County, Texas",8553
2528,".Armstrong County, Texas",1887
2529,".Atascosa County, Texas",51153
2530,".Austin County, Texas",30032
2531,".Bailey County, Texas",7000
2532,".Bandera County, Texas",23112
2533,".Bastrop County, Texas",88723
2534,".Baylor County, Texas",3509
2535,".Bee County, Texas",32565
2536,".Bell County, Texas",362924
2537,".Bexar County, Texas",2003554
2538,".Blanco County, Texas",11931
2539,".Borden County, Texas",654
2540,".Bosque County, Texas",18685
2541,".Bowie County, Texas",93245
2542,".Brazoria County, Texas",374264
2543,".Brazos County, Texas",229211
2544,".Brewster County, Texas",9203
2545,".Briscoe County, Texas",1546
2546,".Brooks County, Texas",7093
2547,".Brown County, Texas",37864
2548,".Burleson County, Texas",18443
2549,".Burnet County, Texas",48155
2550,".Caldwell County, Texas",43664
2551,".Calhoun County, Texas",21290
2552,".Callahan County, Texas",13943
2553,".Cameron County, Texas",423163
2554,".Camp County, Texas",13094
2555,".Carson County, Texas",5926
2556,".Cass County, Texas",30026
2557,".Castro County, Texas",7530
2558,".Chambers County, Texas",43837
2559,".Cherokee County, Texas",52646
2560,".Childress County, Texas",7306
2561,".Clay County, Texas",10471
2562,".Cochran County, Texas",2853
2563,".Coke County, Texas",3387
2564,".Coleman County, Texas",8175
2565,".Collin County, Texas",1034730
2566,".Collingsworth County, Texas",2920
2567,".Colorado County, Texas",21493
2568,".Comal County, Texas",156209
2569,".Comanche County, Texas",13635
2570,".Concho County, Texas",2726
2571,".Cooke County, Texas",41257
2572,".Coryell County, Texas",75951
2573,".Cottle County, Texas",1398
2574,".Crane County, Texas",4797
2575,".Crockett County, Texas",3464
2576,".Crosby County, Texas",5737
2577,".Culberson County, Texas",2171
2578,".Dallam County, Texas",7287
2579,".Dallas County, Texas",2635516
2580,".Dawson County, Texas",12728
2581,".Deaf Smith County, Texas",18546
2582,".Delta County, Texas",5331
2583,".Denton County, Texas",887207
2584,".DeWitt County, Texas",20160
2585,".Dickens County, Texas",2211
2586,".Dimmit County, Texas",10124
2587,".Donley County, Texas",3278
2588,".Duval County, Texas",11157
2589,".Eastland County, Texas",18360
2590,".Ector County, Texas",166223
2591,".Edwards County, Texas",1932
2592,".Ellis County, Texas",184826
2593,".El Paso County, Texas",839238
2594,".Erath County, Texas",42698
2595,".Falls County, Texas",17297
2596,".Fannin County, Texas",35514
2597,".Fayette County, Texas",25346
2598,".Fisher County, Texas",3830
2599,".Floyd County, Texas",5712
2600,".Foard County, Texas",1155
2601,".Fort Bend County, Texas",811688
2602,".Franklin County, Texas",10725
2603,".Freestone County, Texas",19717
2604,".Frio County, Texas",20306
2605,".Gaines County, Texas",21492
2606,".Galveston County, Texas",342139
2607,".Garza County, Texas",6229
2608,".Gillespie County, Texas",26988
2609,".Glasscock County, Texas",1409
2610,".Goliad County, Texas",7658
2611,".Gonzales County, Texas",20837
2612,".Gray County, Texas",21886
2613,".Grayson County, Texas",136212
2614,".Gregg County, Texas",123945
2615,".Grimes County, Texas",28880
2616,".Guadalupe County, Texas",166847
2617,".Hale County, Texas",33406
2618,".Hall County, Texas",2964
2619,".Hamilton County, Texas",8461
2620,".Hansford County, Texas",5399
2621,".Hardeman County, Texas",3933
2622,".Hardin County, Texas",57602
2623,".Harris County, Texas",4713325
2624,".Harrison County, Texas",66553
2625,".Hartley County, Texas",5576
2626,".Haskell County, Texas",5658
2627,".Hays County, Texas",230191
2628,".Hemphill County, Texas",3819
2629,".Henderson County, Texas",82737
2630,".Hidalgo County, Texas",868707
2631,".Hill County, Texas",36649
2632,".Hockley County, Texas",23021
2633,".Hood County, Texas",61643
2634,".Hopkins County, Texas",37084
2635,".Houston County, Texas",22968
2636,".Howard County, Texas",36664
2637,".Hudspeth County, Texas",4886
2638,".Hunt County, Texas",98594
2639,".Hutchinson County, Texas",20938
2640,".Irion County, Texas",1536
2641,".Jack County, Texas",8935
2642,".Jackson County, Texas",14760
2643,".Jasper County, Texas",35529
2644,".Jeff Davis County, Texas",2274
2645,".Jefferson County, Texas",251565
2646,".Jim Hogg County, Texas",5200
2647,".Jim Wells County, Texas",40482
2648,".Johnson County, Texas",175817
2649,".Jones County, Texas",20083
2650,".Karnes County, Texas",15601
2651,".Kaufman County, Texas",136154
2652,".Kendall County, Texas",47431
2653,".Kenedy County, Texas",404
2654,".Kent County, Texas",762
2655,".Kerr County, Texas",52600
2656,".Kimble County, Texas",4337
2657,".King County, Texas",272
2658,".Kinney County, Texas",3667
2659,".Kleberg County, Texas",30680
2660,".Knox County, Texas",3664
2661,".Lamar County, Texas",49859
2662,".Lamb County, Texas",12893
2663,".Lampasas County, Texas",21428
2664,".La Salle County, Texas",7520
2665,".Lavaca County, Texas",20154
2666,".Lee County, Texas",17239
2667,".Leon County, Texas",17404
2668,".Liberty County, Texas",88219
2669,".Limestone County, Texas",23437
2670,".Lipscomb County, Texas",3233
2671,".Live Oak County, Texas",12207
2672,".Llano County, Texas",21795
2673,".Loving County, Texas",169
2674,".Lubbock County, Texas",310569
2675,".Lynn County, Texas",5951
2676,".McCulloch County, Texas",7984
2677,".McLennan County, Texas",256623
2678,".McMullen County, Texas",743
2679,".Madison County, Texas",14284
2680,".Marion County, Texas",9854
2681,".Martin County, Texas",5771
2682,".Mason County, Texas",4274
2683,".Matagorda County, Texas",36643
2684,".Maverick County, Texas",58722
2685,".Medina County, Texas",51584
2686,".Menard County, Texas",2138
2687,".Midland County, Texas",176832
2688,".Milam County, Texas",24823
2689,".Mills County, Texas",4873
2690,".Mitchell County, Texas",8545
2691,".Montague County, Texas",19818
2692,".Montgomery County, Texas",607391
2693,".Moore County, Texas",20940
2694,".Morris County, Texas",12388
2695,".Motley County, Texas",1200
2696,".Nacogdoches County, Texas",65204
2697,".Navarro County, Texas",50113
2698,".Newton County, Texas",13595
2699,".Nolan County, Texas",14714
2700,".Nueces County, Texas",362294
2701,".Ochiltree County, Texas",9836
2702,".Oldham County, Texas",2112
2703,".Orange County, Texas",83396
2704,".Palo Pinto County, Texas",29189
2705,".Panola County, Texas",23194
2706,".Parker County, Texas",142878
2707,".Parmer County, Texas",9605
2708,".Pecos County, Texas",15823
2709,".Polk County, Texas",51353
2710,".Potter County, Texas",117415
2711,".Presidio County, Texas",6704
2712,".Rains County, Texas",12514
2713,".Randall County, Texas",137713
2714,".Reagan County, Texas",3849
2715,".Real County, Texas",3452
2716,".Red River County, Texas",12023
2717,".Reeves County, Texas",15976
2718,".Refugio County, Texas",6948
2719,".Roberts County, Texas",854
2720,".Robertson County, Texas",17074
2721,".Rockwall County, Texas",104915
2722,".Runnels County, Texas",10264
2723,".Rusk County, Texas",54406
2724,".Sabine County, Texas",10542
2725,".San Augustine County, Texas",8237
2726,".San Jacinto County, Texas",28859
2727,".San Patricio County, Texas",66730
2728,".San Saba County, Texas",6055
2729,".Schleicher County, Texas",2793
2730,".Scurry County, Texas",16703
2731,".Shackelford County, Texas",3265
2732,".Shelby County, Texas",25274
2733,".Sherman County, Texas",3022
2734,".Smith County, Texas",232751
2735,".Somervell County, Texas",9128
2736,".Starr County, Texas",64633
2737,".Stephens County, Texas",9366
2738,".Sterling County, Texas",1291
2739,".Stonewall County, Texas",1350
2740,".Sutton County, Texas",3776
2741,".Swisher County, Texas",7397
2742,".Tarrant County, Texas",2102515
2743,".Taylor County, Texas",138034
2744,".Terrell County, Texas",776
2745,".Terry County, Texas",12337
2746,".Throckmorton County, Texas",1501
2747,".Titus County, Texas",32750
2748,".Tom Green County, Texas",119200
2749,".Travis County, Texas",1273954
2750,".Trinity County, Texas",14651
2751,".Tyler County, Texas",21672
2752,".Upshur County, Texas",41753
2753,".Upton County, Texas",3657
2754,".Uvalde County, Texas",26741
2755,".Val Verde County, Texas",49025
2756,".Van Zandt County, Texas",56590
2757,".Victoria County, Texas",92084
2758,".Walker County, Texas",72971
2759,".Waller County, Texas",55246
2760,".Ward County, Texas",11998
2761,".Washington County, Texas",35882
2762,".Webb County, Texas",276652
2763,".Wharton County, Texas",41556
2764,".Wheeler County, Texas",5056
2765,".Wichita County, Texas",132230
2766,".Wilbarger County, Texas",12769
2767,".Willacy County, Texas",21358
2768,".Williamson County, Texas",590551
2769,".Wilson County, Texas",51070
2770,".Winkler County, Texas",8010
2771,".Wise County, Texas",69984
2772,".Wood County, Texas",45539
2773,".Yoakum County, Texas",8713
2774,".Young County, Texas",18010
2775,".Zapata County, Texas",14179
2776,".Zavala County, Texas",11840
2777,".Beaver County, Utah",6710
2778,".Box Elder County, Utah",56046
2779,".Cache County, Utah",128289
2780,".Carbon County, Utah",20463
2781,".Daggett County, Utah",950
2782,".Davis County, Utah",355481
2783,".Duchesne County, Utah",19938
2784,".Emery County, Utah",10012
2785,".Garfield County, Utah",5051
2786,".Grand County, Utah",9754
2787,".Iron County, Utah",54839
2788,".Juab County, Utah",12017
2789,".Kane County, Utah",7886
2790,".Millard County, Utah",13188
2791,".Morgan County, Utah",12124
2792,".Piute County, Utah",1479
2793,".Rich County, Utah",2483
2794,".Salt Lake County, Utah",1160437
2795,".San Juan County, Utah",15308
2796,".Sanpete County, Utah",30939
2797,".Sevier County, Utah",21620
2798,".Summit County, Utah",42145
2799,".Tooele County, Utah",72259
2800,".Uintah County, Utah",35734
2801,".Utah County, Utah",636235
2802,".Wasatch County, Utah",34091
2803,".Washington County, Utah",177556
2804,".Wayne County, Utah",2711
2805,".Weber County, Utah",260213
2806,".Addison County, Vermont",36777
2807,".Bennington County, Vermont",35470
2808,".Caledonia County, Vermont",29993
2809,".Chittenden County, Vermont",163774
2810,".Essex County, Vermont",6163
2811,".Franklin County, Vermont",49402
2812,".Grand Isle County, Vermont",7235
2813,".Lamoille County, Vermont",25362
2814,".Orange County, Vermont",28892
2815,".Orleans County, Vermont",27037
2816,".Rutland County, Vermont",58191
2817,".Washington County, Vermont",58409
2818,".Windham County, Vermont",42222
2819,".Windsor County, Vermont",55062
2820,".Accomack County, Virginia",32316
2821,".Albemarle County, Virginia",109330
2822,".Alleghany County, Virginia",14860
2823,".Amelia County, Virginia",13145
2824,".Amherst County, Virginia",31605
2825,".Appomattox County, Virginia",15911
2826,".Arlington County, Virginia",236842
2827,".Augusta County, Virginia",75558
2828,".Bath County, Virginia",4147
2829,".Bedford County, Virginia",78997
2830,".Bland County, Virginia",6280
2831,".Botetourt County, Virginia",33419
2832,".Brunswick County, Virginia",16231
2833,".Buchanan County, Virginia",21004
2834,".Buckingham County, Virginia",17148
2835,".Campbell County, Virginia",54885
2836,".Caroline County, Virginia",30725
2837,".Carroll County, Virginia",29791
2838,".Charles City County, Virginia",6963
2839,".Charlotte County, Virginia",11880
2840,".Chesterfield County, Virginia",352802
2841,".Clarke County, Virginia",14619
2842,".Craig County, Virginia",5131
2843,".Culpeper County, Virginia",52605
2844,".Cumberland County, Virginia",9932
2845,".Dickenson County, Virginia",14318
2846,".Dinwiddie County, Virginia",28544
2847,".Essex County, Virginia",10953
2848,".Fairfax County, Virginia",1147532
2849,".Fauquier County, Virginia",71222
2850,".Floyd County, Virginia",15749
2851,".Fluvanna County, Virginia",27270
2852,".Franklin County, Virginia",56042
2853,".Frederick County, Virginia",89313
2854,".Giles County, Virginia",16720
2855,".Gloucester County, Virginia",37348
2856,".Goochland County, Virginia",23753
2857,".Grayson County, Virginia",15550
2858,".Greene County, Virginia",19819
2859,".Greensville County, Virginia",11336
2860,".Halifax County, Virginia",33911
2861,".Hanover County, Virginia",107766
2862,".Henrico County, Virginia",330818
2863,".Henry County, Virginia",50557
2864,".Highland County, Virginia",2190
2865,".Isle of Wight County, Virginia",37109
2866,".James City County, Virginia",76523
2867,".King and Queen County, Virginia",7025
2868,".King George County, Virginia",26836
2869,".King William County, Virginia",17148
2870,".Lancaster County, Virginia",10603
2871,".Lee County, Virginia",23423
2872,".Loudoun County, Virginia",413538
2873,".Louisa County, Virginia",37591
2874,".Lunenburg County, Virginia",12196
2875,".Madison County, Virginia",13261
2876,".Mathews County, Virginia",8834
2877,".Mecklenburg County, Virginia",30587
2878,".Middlesex County, Virginia",10582
2879,".Montgomery County, Virginia",98535
2880,".Nelson County, Virginia",14930
2881,".New Kent County, Virginia",23091
2882,".Northampton County, Virginia",11710
2883,".Northumberland County, Virginia",12095
2884,".Nottoway County, Virginia",15232
2885,".Orange County, Virginia",37051
2886,".Page County, Virginia",23902
2887,".Patrick County, Virginia",17608
2888,".Pittsylvania County, Virginia",60354
2889,".Powhatan County, Virginia",29652
2890,".Prince Edward County, Virginia",22802
2891,".Prince George County, Virginia",38353
2892,".Prince William County, Virginia",470335
2893,".Pulaski County, Virginia",34027
2894,".Rappahannock County, Virginia",7370
2895,".Richmond County, Virginia",9023
2896,".Roanoke County, Virginia",94186
2897,".Rockbridge County, Virginia",22573
2898,".Rockingham County, Virginia",81948
2899,".Russell County, Virginia",26586
2900,".Scott County, Virginia",21566
2901,".Shenandoah County, Virginia",43616
2902,".Smyth County, Virginia",30104
2903,".Southampton County, Virginia",17631
2904,".Spotsylvania County, Virginia",136215
2905,".Stafford County, Virginia",152882
2906,".Surry County, Virginia",6422
2907,".Sussex County, Virginia",11159
2908,".Tazewell County, Virginia",40595
2909,".Warren County, Virginia",40164
2910,".Washington County, Virginia",53740
2911,".Westmoreland County, Virginia",18015
2912,".Wise County, Virginia",37383
2913,".Wythe County, Virginia",28684
2914,".York County, Virginia",68280
2915,".Alexandria city, Virginia",159428
2916,".Bristol city, Virginia",16762
2917,".Buena Vista city, Virginia",6478
2918,".Charlottesville city, Virginia",47266
2919,".Chesapeake city, Virginia",244835
2920,".Colonial Heights city, Virginia",17370
2921,".Covington city, Virginia",5538
2922,".Danville city, Virginia",40044
2923,".Emporia city, Virginia",5346
2924,".Fairfax city, Virginia",24019
2925,".Falls Church city, Virginia",14617
2926,".Franklin city, Virginia",7967
2927,".Fredericksburg city, Virginia",29036
2928,".Galax city, Virginia",6347
2929,".Hampton city, Virginia",134510
2930,".Harrisonburg city, Virginia",53016
2931,".Hopewell city, Virginia",22529
2932,".Lexington city, Virginia",7446
2933,".Lynchburg city, Virginia",82168
2934,".Manassas city, Virginia",41085
2935,".Manassas Park city, Virginia",17478
2936,".Martinsville city, Virginia",12554
2937,".Newport News city, Virginia",179225
2938,".Norfolk city, Virginia",242742
2939,".Norton city, Virginia",3981
2940,".Petersburg city, Virginia",31346
2941,".Poquoson city, Virginia",12271
2942,".Portsmouth city, Virginia",94398
2943,".Radford city, Virginia",18249
2944,".Richmond city, Virginia",230436
2945,".Roanoke city, Virginia",99143
2946,".Salem city, Virginia",25301
2947,".Staunton city, Virginia",24932
2948,".Suffolk city, Virginia",92108
2949,".Virginia Beach city, Virginia",449974
2950,".Waynesboro city, Virginia",22630
2951,".Williamsburg city, Virginia",14954
2952,".Winchester city, Virginia",28078
2953,".Adams County, Washington",19983
2954,".Asotin County, Washington",22582
2955,".Benton County, Washington",204390
2956,".Chelan County, Washington",77200
2957,".Clallam County, Washington",77331
2958,".Clark County, Washington",488241
2959,".Columbia County, Washington",3985
2960,".Cowlitz County, Washington",110593
2961,".Douglas County, Washington",43429
2962,".Ferry County, Washington",7627
2963,".Franklin County, Washington",95222
2964,".Garfield County, Washington",2225
2965,".Grant County, Washington",97733
2966,".Grays Harbor County, Washington",75061
2967,".Island County, Washington",85141
2968,".Jefferson County, Washington",32221
2969,".King County, Washington",2252782
2970,".Kitsap County, Washington",271473
2971,".Kittitas County, Washington",47935
2972,".Klickitat County, Washington",22425
2973,".Lewis County, Washington",80707
2974,".Lincoln County, Washington",10939
2975,".Mason County, Washington",66768
2976,".Okanogan County, Washington",42243
2977,".Pacific County, Washington",22471
2978,".Pend Oreille County, Washington",13724
2979,".Pierce County, Washington",904980
2980,".San Juan County, Washington",17582
2981,".Skagit County, Washington",129205
2982,".Skamania County, Washington",12083
2983,".Snohomish County, Washington",822083
2984,".Spokane County, Washington",522798
2985,".Stevens County, Washington",45723
2986,".Thurston County, Washington",290536
2987,".Wahkiakum County, Washington",4488
2988,".Walla Walla County, Washington",60760
2989,".Whatcom County, Washington",229247
2990,".Whitman County, Washington",50104
2991,".Yakima County, Washington",250873
2992,".Barbour County, West Virginia",16441
2993,".Berkeley County, West Virginia",119171
2994,".Boone County, West Virginia",21457
2995,".Braxton County, West Virginia",13957
2996,".Brooke County, West Virginia",21939
2997,".Cabell County, West Virginia",91945
2998,".Calhoun County, West Virginia",7109
2999,".Clay County, West Virginia",8508
3000,".Doddridge County, West Virginia",8448
3001,".Fayette County, West Virginia",42406
3002,".Gilmer County, West Virginia",7823
3003,".Grant County, West Virginia",11568
3004,".Greenbrier County, West Virginia",34662
3005,".Hampshire County, West Virginia",23175
3006,".Hancock County, West Virginia",28810
3007,".Hardy County, West Virginia",13776
3008,".Harrison County, West Virginia",67256
3009,".Jackson County, West Virginia",28576
3010,".Jefferson County, West Virginia",57146
3011,".Kanawha County, West Virginia",178124
3012,".Lewis County, West Virginia",15907
3013,".Lincoln County, West Virginia",20409
3014,".Logan County, West Virginia",32019
3015,".McDowell County, West Virginia",17624
3016,".Marion County, West Virginia",56072
3017,".Marshall County, West Virginia",30531
3018,".Mason County, West Virginia",26516
3019,".Mercer County, West Virginia",58758
3020,".Mineral County, West Virginia",26868
3021,".Mingo County, West Virginia",23424
3022,".Monongalia County, West Virginia",105612
3023,".Monroe County, West Virginia",13275
3024,".Morgan County, West Virginia",17884
3025,".Nicholas County, West Virginia",24496
3026,".Ohio County, West Virginia",41411
3027,".Pendleton County, West Virginia",6969
3028,".Pleasants County, West Virginia",7460
3029,".Pocahontas County, West Virginia",8247
3030,".Preston County, West Virginia",33432
3031,".Putnam County, West Virginia",56450
3032,".Raleigh County, West Virginia",73361
3033,".Randolph County, West Virginia",28695
3034,".Ritchie County, West Virginia",9554
3035,".Roane County, West Virginia",13688
3036,".Summers County, West Virginia",12573
3037,".Taylor County, West Virginia",16695
3038,".Tucker County, West Virginia",6839
3039,".Tyler County, West Virginia",8591
3040,".Upshur County, West Virginia",24176
3041,".Wayne County, West Virginia",39402
3042,".Webster County, West Virginia",8114
3043,".Wetzel County, West Virginia",15065
3044,".Wirt County, West Virginia",5821
3045,".Wood County, West Virginia",83518
3046,".Wyoming County, West Virginia",20394
3047,".Adams County, Wisconsin",20220
3048,".Ashland County, Wisconsin",15562
3049,".Barron County, Wisconsin",45244
3050,".Bayfield County, Wisconsin",15036
3051,".Brown County, Wisconsin",264542
3052,".Buffalo County, Wisconsin",13031
3053,".Burnett County, Wisconsin",15414
3054,".Calumet County, Wisconsin",50089
3055,".Chippewa County, Wisconsin",64658
3056,".Clark County, Wisconsin",34774
3057,".Columbia County, Wisconsin",57532
3058,".Crawford County, Wisconsin",16131
3059,".Dane County, Wisconsin",546695
3060,".Dodge County, Wisconsin",87839
3061,".Door County, Wisconsin",27668
3062,".Douglas County, Wisconsin",43150
3063,".Dunn County, Wisconsin",45368
3064,".Eau Claire County, Wisconsin",104646
3065,".Florence County, Wisconsin",4295
3066,".Fond du Lac County, Wisconsin",103403
3067,".Forest County, Wisconsin",9004
3068,".Grant County, Wisconsin",51439
3069,".Green County, Wisconsin",36960
3070,".Green Lake County, Wisconsin",18913
3071,".Iowa County, Wisconsin",23678
3072,".Iron County, Wisconsin",5687
3073,".Jackson County, Wisconsin",20643
3074,".Jefferson County, Wisconsin",84769
3075,".Juneau County, Wisconsin",26687
3076,".Kenosha County, Wisconsin",169561
3077,".Kewaunee County, Wisconsin",20434
3078,".La Crosse County, Wisconsin",118016
3079,".Lafayette County, Wisconsin",16665
3080,".Langlade County, Wisconsin",19189
3081,".Lincoln County, Wisconsin",27593
3082,".Manitowoc County, Wisconsin",78981
3083,".Marathon County, Wisconsin",135692
3084,".Marinette County, Wisconsin",40350
3085,".Marquette County, Wisconsin",15574
3086,".Menominee County, Wisconsin",4556
3087,".Milwaukee County, Wisconsin",945726
3088,".Monroe County, Wisconsin",46253
3089,".Oconto County, Wisconsin",37930
